Recipe Name,Category,Ingredients,Method,Yield/Notes
"Chive Oil Old","Sauces & Condiments","2 cup Chives Fresh roughly chopped
1 cup Neutral Oil such as grapeseed or canola
1 tsp Kosher Salt
1/4 tsp Ascorbic Acid","1. Bring a small pot of salted water to a boil.
2. Blanch the chopped chives for 10-15 seconds, then immediately transfer to an ice bath to stop the cooking.
3. Drain and pat dry thoroughly.
4. In a blender, combine the blanched chives with ascorbic acid and a pinch of kosher salt.
5. Blend until the chives are smooth, ensuring the ascorbic acid is fully incorporated.
6. Gradually add the neutral oil to the blender and continue blending until the mixture is fully emulsified and the oil is a vibrant green.
7. Strain the oil through a fine-mesh sieve or cheesecloth to remove any solids.
8. Transfer the chive oil to a bottle or container and store in the refrigerator.",""
"Roasted Fall Squash Old","Appetizers & Sides","10 lb Autumn Squash Peeled, Seeded, And Cubed
1/4 cup Olive Oil
2 tsp Garlic, minced
2 tbsp Thyme, chopped Fresh
to taste Kosher Salt
to taste Ground Black Pepper Freshly","1. Preheat oven to 375°F (190°C).
2. In a large mixing bowl, toss the cubed squash with olive oil, minced garlic, fresh thyme, kosher salt, and black pepper.
3. Spread the squash evenly on a baking sheet.
4. Roast for 20-25 minutes, or until tender but not too soft, as it will be finished à la minute.
5. Remove from the oven and allow to cool.
6. Take half of the roasted squash and transfer to a blender or food processor.
7. Blend until smooth to create the purée. Add a touch of olive oil or stock for smoother consistency if needed.
8. Store the purée in the refrigerator until ready for use in gnocchi and risotto.
9. Cool the remaining roasted squash and refrigerate until ready to finish the burrata dish à la minute.
10. Reheat the cooled roasted squash in a hot sauté pan with a bit of olive oil until warmed through and lightly caramelized.
11. Plate with burrata, drizzle with Fresno maple syrup, and sprinkle with toasted pepitas and chopped oregano.",""
"Fresno Maple Syrup","Sauces & Condiments","4 cup Maple Syrup Pure
6 Fresno Peppers Chilies, thinly sliced
2 tbsp Cider Vinegar Apple
1/2 tsp Kosher Salt","1. In a medium saucepan, combine the maple syrup and sliced Fresno chilies.
2. Heat over low heat for 10-15 minutes, allowing the syrup to infuse with the chili flavor. Do not let it boil.
3. Stir in the apple cider vinegar and kosher salt.
4. Continue to heat for another 2-3 minutes to fully incorporate the flavors.
5. Remove from heat and strain out the chili slices using a fine mesh sieve, leaving a smooth, flavored syrup.
6. Let the syrup cool, then transfer to a bottle or container for storage.",""
"Buttermilk Marinade For Hot Chicken 'old'","Sauces & Condiments","1/2 gallon Buttermilk
1/2 cup Salt And Pepper mix
2 cup Spent Chilis From Hot Sauce spent chili from","1. Mix all in bowl with whisk.
2. Mix in pounded chicken and let marinade in walk in cooler minimum 4 hours.",""
"Brine For Airline Chicken","Prep & Pantry","1 gallon Water
1 cup Kosher Salt 190 grams
3/4 cup Brown Sugar 150 grams
4 Garlic, cloves smashed
2 Bay Leaf Dried leaves
1 tbsp Black Peppercorns
4 sprig Thyme
2 sprig Rosemary
1 Lemon thinly sliced, optional","1. Mix kosher salt, brown sugar, garlic, bay leaves, peppercorns, thyme, rosemary, and lemon slices in a Cambro.
2. Add half boiling water from the coffee tap and stir until dissolved.
3. Add half ice from the ice machine to cool the brine below 40°F.
4. Submerge chicken in the brine, ensuring full coverage. Refrigerate for 6-8 hours, no longer than 12 hours.",""
"Whipped Potatoes","Appetizers & Sides","1 big pot Yukon Gold Potato
5 Butter
2 Heavy Cream","1. Fill a large pot with Yukon Gold potatoes and boil them in salted water until they are easy to pierce with a knife.
2. Drain the potatoes and steam dry them on a sheet tray.
3. Assemble the mixer with the ricer attachment of the meat grinder. Feed the potatoes through the meat grinder. The ricer attachment will create fine granules of potato while leaving the skin behind. You may need to stop and take apart the attachment once to clear any skin buildup.
4. Once all the potatoes are riced, melt together 3 lbs of butter and 2 quarts of cream until fully combined.
5. Transfer the potatoes to a stand mixer and mix in the butter and cream mixture until well incorporated.
6. Spread the mashed potatoes onto sheet trays to cool.
7. Once cooled, transfer the potatoes into clear Cambros, date the containers, and store in the cooler.",""
"Short Ribs pho spiced","Mains & Entrees","2 pack Beef Short Ribs Boneless
3 Onion
3 Ginger
1 gallon Veal Demi Glace
12 Green Cardamom pods
3 Whole Nutmeg
4 Cinnamon Stick whole
1 ramekin Clove
1 ramekin Black Peppercorns
1 ramekin Corrainder","1. Thaw short ribs if needed.
2. Clean the ribs thoroughly, removing any hard suet. Cut the ribs into 9-11 oz portions.
3. Mix together flour, Chinese five-spice, salt, and pepper to create a dredge. Coat the ribs in the dredge mixture.
4. On the flat top, grill the ribs in garlic oil until all sides are browned.
5. Char onions and ginger directly on the burners. Dry toast spices in a pan until slightly over-toasted.
6. Place the browned ribs, toasted spices, and aromatics into a hotel pan. Add 1 gallon of veal demi.
7. Braise the ribs for 4 hours at 300°F.
8. Remove the ribs from the braising liquid and strain the jus.
9. Cool the ribs and jus separately, then store in the cooler.",""
"Squash Gnocchi","Mains & Entrees","1 #10can Pumpkin Puree
5 lb Ricotta
1 qt Parmesan
4 Egg
2 #10can Flour 00
Whole Nutmeg","1. Combine pumpkin purée, ricotta, Caputo flour, Parmesan, eggs, and nutmeg in a stand mixer and mix until a dough forms.
2. Turn the dough out onto a floured surface.
3. Use a vegetable cleaver to divide the dough into manageable portions.
4. Roll each portion into ropes, then cut the ropes into individual dumplings.
5. Freeze the dumplings raw, then pack them into gallon baggies in portions of 12.",""
"Tamarind Dressing","Sauces & Condiments","2 jar Tamarind Paste concentrate
1 cup Cider Vinegar apple
1 cup Sugar
1 cup Honey
to taste Salt And Pepper
2 qt Vegetable Oil
4 oz Dijon Mustard","1. Combine tamarind, sugar, honey, vinegar, Dijon mustard, salt, and pepper in a Cambro or RoboCoupe.
2. Blend the mixture until fully combined.
3. Slowly drizzle in oil while blending until the mixture is emulsified.
4. Transfer the emulsion to a 4-quart Cambro.
5. Date the container and store it in the cooler.",""
"Crispy Eggplant","Prep & Pantry","5 Eggplant
Flour
Egg
Breadcrumbs seasoned","1. Wash 3-5 eggplants, depending on size.
2. Slice the eggplants 1/2 inch thick using a slicer.
3. Marinate the eggplant slices in salted milk for a minimum of 4 hours.
4. Remove the eggplants from the milk and set up a breading station with flour, eggs, and seasoned crumbs.
5. Prepare the seasoned crumbs by combining equal parts bread crumbs and Parmesan cheese. Add a ramekin of garlic powder, pepper, and onion powder, along with a small ramekin of basil and oregano.
6. Bread the eggplant slices by coating them in flour, dipping them in egg, and covering them in the seasoned crumbs.
7. Place the breaded eggplant slices into parchment-lined blue fish tubs.
8. Date the tubs and store them in the cooler.",""
"Orange Labneh","Sauces & Condiments","2 Labne
2 Orange
4 oz Zaatar","1. Mix labneh with orange juice and orange zest until well combined.
2. Stir in za'atar to evenly incorporate.
3. Transfer the mixture to a container.
4. Date the container and store in the cooler.",""
"Hipster Mk 4","Appetizers & Sides","1 large Carrots carrot
1 large Zucchini
1 cup Roasted Tomatoes
1 cup Garlic roasted
1 bag Edamame Frozen Shelled
4 oz Herb Mix
4 qt Breadcrumbs","1. Shred carrots and zucchini using a cheese grater.
2. Grind frozen edamame in a food processor until crumbly.
3. Add 1 cup of roasted tomatoes and roasted garlic to the edamame and process until combined.
4. Mix the edamame mixture with the shredded carrot and zucchini.
5. Stir in herbs and bread crumbs until evenly incorporated.
6. Let the mixture stand for 30 minutes; it will resemble a dough.
7. Portion the mixture into 8 oz pucks and freeze.",""
"Birria","Mains & Entrees","For the Meat:
20 lb Flap Meat trimmed into manageable portions, -3-4 lbs per piece
4 large Onion halved
20 Garlic, cloves
8 Bay Leaf Dried leaves
4 stick Cinnamon Stick optional
1/2 cup Kosher Salt
Water to cover the meat
For the Marinade:
40 Guajillo Chili Peppers seeded and stemmed
1/2 cup Aleppo Pepper
1/2 cup Dark Chili Powder
12 Garlic, cloves
4 large Onion quartered
1/2 cup Ground Cumin
1/2 cup Dried Oregano
1 clove Salt And Pepper ground
1 1/2 cup Cider Vinegar apple
4 large Roma Tomato or 1/2 cups tomato paste
4 cup Beef Stock to blend
2 tbsp Ground Black Pepper
For the Broth:
3 gallon Beef Stock or bone broth
Reserved Cooking Liquid From The Meat
1/2 cup Cider Vinegar apple
to taste Salt","1. Place the trimmed flap meat in a large stockpot (or split into multiple pots if needed). Add the onions, garlic, bay leaves, cinnamon, and salt. Cover with water and bring to a boil.
2. Simmer gently for 1.5-2 hours, or until the meat is tender. Skim impurities during cooking.
3. Remove the meat and set aside. Strain and reserve the cooking liquid.
4. Toast the guajillo chilies in batches until aromatic. Soak them in hot water for 15-20 minutes to soften.
5. Blend the softened guajillos with Aleppo pepper, dark chili powder, garlic, onion, cumin, oregano, cloves, apple cider vinegar, tomatoes, and beef stock. Blend in batches until smooth.
6. Return the cooked meat to the stockpot(s). Add the marinade and enough reserved cooking liquid and beef stock to cover the meat completely.
7. Simmer gently for 2-3 hours, allowing the meat to become extremely tender and soak up the flavors.
8. Shred the meat directly in the pot(s). Taste and adjust seasoning with additional salt or a splash of apple cider vinegar if necessary.
9. Keep warm for service or cool down rapidly for storage.
10. For tacos, dip corn tortillas into the top layer of the broth and sear on a griddle. Fill with birria, onions, cilantro, and lime.",""
"Pepperoncini Hot Sauce","Sauces & Condiments","1 gallon Pepperoncini jarred peperoncini
1 qt Peperoncini Brine
1 qt Water
1 pint Champagne Vinegar
2 cup Extra Virgin Olive Oil
1 cup Sugar
1/3 cup Salt
1/3 cup Garlic Powder
2 tbsp Xanthan Gum
1 tbsp Turmeric Powder
1 tbsp Ascorbic Acid","1. Blend Base: In a blender, combine the peperoncini, water, vinegar, olive oil, sugar, sea salt, garlic powder, turmeric, and rosemary extract. Blend until smooth.
2. Thicken & Adjust: Add xanthan gum slowly while blending to avoid clumping. Blend until fully incorporated.
3. Color & Preserve: Add ascorbic acid. Adjust seasoning to taste.
4. Strain (Optional): For a smoother texture, strain through a fine mesh sieve or cheesecloth.",""
"Peanut Satay Sauce","Sauces & Condiments","For peanut butter:
4 cup Peanuts Shelled Roasted roasted unsalted peanuts
1/2 cup Neutral Oil like peanut or vegetable oil
pinch Kosher Salt if peanuts are unsalted
For sauce:
4 cup Peanut Butter freshly made, from above
2 cup Hot Water
1 cup Red Curry Paste Thai
1 cup Light Brown Sugar
1 cup Hot Sauce sriracha
1/2 cup Soy Sauce
1/2 cup Rice Vinegar
1/2 cup Lime, juice
1 oz Fresno Gremolata
16 Scallions thinly sliced
to taste Kosher Salt","Note: The method section for this recipe is missing from the source document.",""
"Apricot Mostarda","Sauces & Condiments","1.5 lb Dried Apricots, diced
1.5 cup Champagne Vinegar
1 cup White Wine
1 cup Water
1 cup Honey
1/2 cup Granulated Sugar
3 tbsp Yellow Mustard Seed
2 tbsp Dijon Mustard
1 tsp Chili Flakes flake
1 tbsp Kosher Salt
1/2 cup Herb Mix fresh or parsley, finely chopped
1 tbsp Lemon, zest","1. Toast 3 tbsp yellow mustard seeds in a large pot over medium heat until fragrant (about 2 minutes).
2. Add 1 tsp chili flake and bloom for 30 seconds.
3. Deglaze with 1.5 cups champagne vinegar, 1 cup white wine, and 1 cup water.
4. Stir in 1/2 cup sugar and 1 cup honey until dissolved.
5. Add 1.5 lbs diced apricots, 2 tbsp Dijon mustard, and 1 tbsp kosher salt.
6. Simmer on low heat, uncovered, for 30-40 minutes, stirring occasionally, until apricots are plump and liquid is lightly syrupy but still loose.
7. Remove from heat and fold in 1/2 cup chopped herbs and 1 tbsp lemon zest.
8. Taste and adjust with additional vinegar or honey if needed.
9. Cool and store. Holds 1 week fresh, 1 month chilled.","Holds 1 week fresh, 1 month chilled."
"Black Garlic Mole","Sauces & Condiments","1 1/2 cup Black Garlic
8 Ancho Chilies
6 Guajillo Chili Peppers
1 1/2 cup Pepitas, toasted
1 cup Whole Almonds
2 White Onion Charred large, quartered & blackened
8 Garlic, cloves Charred blackened
3 Crushed Tomatoes Fire-Roasted Tomatoes cups, peeled & crushed
1/2 cup Cocoa Nibs
1/3 cup Honey
1/3 cup Sherry Vinegar
1 Cinnamon Stick whole
1/2 Clove tsp, ground
2 qt Pork Braise Liquid
4 pc Corn Tortilla charred on fire
1/2 cup Butter","1. Toast ancho & guajillo chiles in a dry pan until fragrant (~1 min per side).
2. Submerge in hot water for 20 minutes, then drain.
3. Blacken onions & garlic in a dry pan or under a broiler.
4. In a high-speed blender, combine rehydrated chiles, charred onions & garlic, fire-roasted tomatoes, black garlic, cocoa nibs, toasted pepitas & almonds, vinegar, honey, cinnamon, and clove.
5. Blend smooth, adding stock in increments to adjust consistency.
6. In a rondeau, heat lard or butter over medium heat.
7. Pour in mole base, stirring constantly.
8. Add charred tortilla pieces to thicken.
9. Simmer on low for 45-60 minutes, stirring frequently.
10. Add extra stock if needed to maintain a silky, spoon-coating consistency.
11. Strain through a fine mesh.",""
"Burnt Chili Butter","Sauces & Condiments","1 cup Unsalted Butter
4 pc Guajillo Chili Peppers, stem & seed removed
1 pc Ancho Chilies, stem & seed removed
3 Garlic, cloves thinly sliced
1 Shallot finely minced
1 tsp Smoked Paprika
1 tsp Lemon, zest
1 tbsp Sherry Vinegar
to taste Salt","1. Toast chiles - In a dry pan over medium-low heat, toast the guajillo and ancho chiles until fragrant (~30 seconds per side). Do not burn. Remove from heat.
2. Infuse butter - In a small saucepan, melt butter over low heat. Add toasted chiles, garlic, shallot, and smoked paprika.
3. Gently burn the butter - Continue cooking until the butter foams and turns deep golden brown, stirring occasionally (~3-4 minutes).
4. Finish - Remove from heat and stir in lemon zest, sherry vinegar, and salt.
5. Strain (optional) - If a smooth butter is desired, strain through a fine mesh sieve.
6. Storage - Keep warm for service, or cool and roll into a log for compound butter slices.",""
"Fennel Pollen Gremolata","Prep & Pantry","1 tbsp Fennel Pollen
1/2 leaf Parsley Flat-cup, finely chopped
2 Chives tbsp, finely chopped
1 tbsp Lemon, zest
1 cup Clove Garli microplaned
1/4 Pepitas Toasted Almonds or cup, finely chopped, Optional
1/4 cup Olive Oil
to taste Black Salt Salt & Black Pepper","1. Combine fennel pollen, parsley, chives, lemon zest, garlic, and toasted nuts (if using) in a bowl.
2. Drizzle in olive oil and stir until lightly coated-should be loose and herbaceous, not oily.
3. Season with salt & black pepper to balance flavors.
4. Let sit for 5-10 minutes before service to allow flavors to meld.
5. Use immediately or store for up to 1 day (best fresh).","Shelf Life: Up to 1 day (best fresh)"
"Smoky Eggplant Dip","Appetizers & Sides","8 large Eggplant
8 cup Clove Garli roasted until soft
1 1/2 cup Tahini
1 cup Lemon, juice
1 cup Olive Oil
2 tsp Fennel Pollen
4 tsp Cumin Seed
2 tsp Smoked Paprika
2 tsp Chili Flakes
to taste Black Salt Salt & Black Pepper","1. Char the eggplants - Roast whole eggplants directly over a flame (grill, broiler, or stovetop) until blackened and collapsing, about 10-12 minutes. Alternatively, roast at 450°F until deeply softened, about 35-40 minutes. Let cool, then peel, keeping as much flesh as possible.
2. Blend base - In a food processor, combine eggplant, roasted garlic, tahini, lemon juice, olive oil, cumin, smoked paprika, chili flakes, and salt. Blend until smooth but slightly textured.
3. Adjust & finish - Taste and adjust salt, lemon, and spice as needed. Stir in fennel pollen.
4. Serve or store - Let rest for 30 minutes before service to allow flavors to meld.",""
"Pickle Raisin","Prep & Pantry","4 cup Golden Raisins 1 lb
1 1/2 cup Champagne Vinegar
1/2 cup Water
1/4 cup Honey
1/4 cup Sugar
1 tbsp Salt
1 tsp Chili Flakes dried, or Aleppo
1 Bay Leaf Dried
1 tsp Mustard Seed
1 tsp Coriander Seed","1. In a saucepan, bring champagne vinegar, water, honey, sugar, salt, chili flakes, bay leaf, mustard seeds, and coriander seeds to a simmer, stirring until the sugar dissolves.
2. Add the golden raisins, then remove from heat and let them sit for at least 30 minutes to absorb the flavors.
3. Cool and store in the pickling liquid. Keeps for up to 2 weeks refrigerated.","Keeps for up to 2 weeks refrigerated."
"Pork For Masa","Prep & Pantry","5 Pork Shoulder lbs, cut into large chunks
2 tbsp Salt
1 tbsp Ground Black Pepper
1/4 cup Lard Oil or
1 White Onion large, quartered
6 Garlic, cloves smashed
4 Guajillo Chili Peppers, stem & seed removed
1 Ancho Chilies, stem & seed removed
2 tsp Cumin Seed Toasted & Ground
2 tsp Dried Mexican Oregano
2 Bay Leaf Dried Leaves
2 tbsp Tomato Paste
1/4 cup Sherry Vinegar
4 cup Water Stock or, enough to cover","1. Season & sear the pork - Generously season pork with salt & black pepper. Heat oil or lard in a rondeau over medium-high heat, then sear pork until golden brown on all sides. Remove and set aside.
2. Aromatics & chiles - In the same pan, add onions, garlic, guajillo, and ancho chiles. Toast until fragrant, about 2 minutes.
3. Deglaze & build flavor - Stir in tomato paste, cumin, oregano, bay leaves, and sherry vinegar to deglaze. Cook for 1 minute.
4. Braise - Return pork to the pan, add stock or water, and bring to a simmer. Cover and braise at 300°F for 3 hours until fork-tender.
5. Shred & reduce - Remove pork and shred by hand. Strain the braising liquid, reduce slightly if needed, then fold back into the pork to keep it juicy.",""
"House Vinaigrette","Sauces & Condiments","1 qt Champagne Vinegar
3 qt Olive Oil or blended
1/4 cup Dijon Mustard
2 ea Shallot finely minced
4 tsp Honey or sugar
2 to taste Kosher Salt tsp
1 1/2 to taste White Peppercorns freshly ground tsp","1. Add vinegar, mustard, honey, shallot, salt, and pepper to the bowl.
2. Pulse to combine.
3. With the machine running, slowly stream in oil through the feed tube to emulsify.
4. Stop, taste, and adjust seasoning.
5. Transfer to storage container. Mix or shake before service if separation occurs.",""
"Cilantro Slaw Mk2","Sauces & Condiments","2 qt Mayo
1 pint Lime, juice 1/2 qt
1 cup Dijon Mustard 1/4 qt
1/2 cup Ground Black Pepper
1 cup Sugar
3 bunch Cilantro, chopped
1/4 cup Ginger Dried","1. Whisk all till well combined.
2. Date and store in reach-in in a cambro.",""
"Rouille","Sauces & Condiments","4 Egg, yolks
3 tbsp Lemon, juice
1/2 Lemon, zest
2 tbsp Warm Water
Saffron big pinch threads
4 cup Clove garli grated
1 tbsp Calabrian Chili Paste
1 tsp Smoked Paprika
1/2 cup Red Bell Pepper packed roasted peeled
1 cup Olive Oil extra-virgin
1 cup Neutral Oil
1 1/2 tsp Kosher Salt","1. Bloom saffron in warm water 2 min.
2. Blend yolks, lemon juice, bloom liquor, garlic, chile paste, and smoked paprika 10 s.
3. Add roasted pepper, blend 20 s until smooth.
4. With motor running, stream in both oils to full emulsification (≈90 s).
5. Season with salt, adjust acid, pass through chinois, chill.",""
"A1","Sauces & Condiments","1 cup Raisins
1 cup Water
1 cup Tomato Puree purée, or ketchup for smoother/sweeter base
3/4 cup Balsamic Vinegar
1/2 cup Worcestershire Sauce
1/4 cup Dijon Mustard
1/4 cup Soy Sauce
2 tbsp Lemon, juice
2 tbsp Molasses
1 tbsp Garlic Powder
1 tbsp Onion Powder
1/2 tsp Clove, ground
1/2 tsp Cayenne
1 tsp Anchovy Paste optional but classic","1. Simmer raisins and water for 10 minutes until plumped.
2. Blend the raisins and water into a smooth paste.
3. Combine all ingredients including raisin paste in a saucepan.
4. Simmer gently for 25-30 minutes, stirring often until slightly reduced and thickened.
5. Blend again for a glossy, smooth finish (optional strain for ultra fine texture).
6. Cool and store cold. Serve warm if mounting into a dish or brushing on protein.",""
"Focaccia Mk2","Breads & Doughs","1600 g All Purpose Flour
60 g Salt coarse
20 g Dry Active Yeast
30 g Honey
1200 g Warm Water 100°F
120 g Olive Oil plus more for pan and finishing
Basil chives, rosemary
Garlic roasted
1/2 cup Herb Mix","1. Turn on Dagnese's bread oven or the oven beneath the flat top.
2. In the Hobart bowl, combine flour, salt, instant yeast, and water. Mix on low speed until fully incorporated. Add olive oil and any soft, whole herbs past their prime. Continue mixing on low until combined, then increase to high speed and mix for exactly 5 minutes to develop gluten.
3. Transfer the dough to a lightly oiled mixing bowl. Cover tightly with plastic wrap and place above the salamander to proof until doubled in size-45 to 60 minutes. Dough should slowly spring back when pressed with a fingertip.
4. Line a hotel pan with parchment paper and lightly grease both the paper and the sides of the pan. Gently turn the dough out into the pan and stretch to fill the corners with oiled hands.
5. Proof again above the salamander until visibly puffy-approximately 30 to 45 minutes.
6. Dimple the surface with oiled fingertips. Drizzle generously with olive oil and top with thin-sliced raw garlic and herbs, pressing lightly into the surface to prevent burning.
7. Bake in the bread oven or oven beneath the flat top for 30 to 40 minutes. The crust should be golden brown and make a crisp, hollow tap when touched. The bottom should release cleanly from the parchment and be deeply golden.
8. Cool in the pan for 30 minutes before unmolding. Once fully cool, wrap tightly in plastic to prevent drying out.",""
"Bread Pudding Mk2","Desserts","900 g Challah Bread cubed or torn, 2 lbs
6 ea Egg, whole large
4 ea Egg, yolks
720 g Heavy Cream 3 cups
480 g Milk Whole, 2 cups
200 g Brown Sugar 1 cup, packed
1 tbsp Vanilla Extract
1 tsp Salt
250 g Chocolate Chunks Dark, -1 1/2 cups
as needed Butter for greasing pan","1. Cube bread and toast if fresh.
2. Whisk custard (eggs, yolks, cream, milk, sugar, salt, vanilla).
3. Toss bread with chocolate, pour in custard. Soak minimum 1 hour, ideally overnight.
4. Swirl in half of the toasted marshmallow crème.
5. Bake uncovered at 325°F for 40-50 min, until just set.",""
"Chicken Paprikash","Mains & Entrees","0.5 cs Chicken Thigh boneless skinless
12 large Onion, julienne caramelized
2.5 gal Chicken Demi Glace
6 tbsp Smoked Paprika added to chicken marinade.
1 Cont Creme Fraiche
to taste Salt And Pepper
1 btl White Verjus
4 oz Smoked Paprika added to the braise liquid","1. Caramelize onions in butter until deep golden, low and slow.
2. Add smoked paprika, bloom gently.
3. Marinate chicken in garlic oil, smoked paprika and salt + pepper. Grill on flat top till caramelized on both sides.
4. Add demi, onions and grilled chicken to a deep hotel pan.
5. Cover with parchment and foil then braise in oven at 300°F until chicken is tender (-2 hours).
6. Remove solids from the hotel pan. Leaving behind the jus.
7. Place creme fraiche into a bowl and whisk in hot jus to temper the cream.
8. Adjust seasoning with salt and pepper.
9. Store in 5 qt red-lid Cambros.",""
"Boar Sausage Mk2","Prep & Pantry","5 lb Ground Boar
3 tbsp Kosher Salt
1 tbsp Ground Black Pepper cracked
8 cup Clove garli minced
1 tbsp Thyme, chopped fresh chopped
1 tbsp Sage, chopped fresh chopped
1 tbsp Rosemary, chopped fresh chopped
1 tbsp Smoked Paprika
1 tbsp Fennel Seed lightly toasted and ground
1/2 cup Red Wine dry
1 tsp Chili Flakes flake","1. Thaw boar overnight in walk-in on lined tray or in container, covered.
2. Combine all ingredients with ground boar. Mix until tacky and emulsified.
3. Test fry a small patty, adjust seasoning if needed.
4. Portion into 2 oz patties.
5. Cook patties fully, then chill on sheet tray.
6. Store chilled patties to be reheated with bean mix during cassoulet assembly.","Yields 40 patties (2 oz each). Store chilled, covered on lined sheet tray, 3 days at 38°F or below."
"Bean Mix For Cassoulet","Appetizers & Sides","Clove garli minced
1 #10can Canned White Beans
1/2 lb Pancetta diced
2 cup Mirepoix onion, carrot, celery small dice
6 cup Verjus or white wine if sub
1 cup Gelatin Sheet or 1 tbsp powdered, bloomed in cold water
3 Chicken Stock or bean liquid, adjust to cover
2 qt Herb Bundle thyme, rosemary, bay leaf, parsley stems
1 Kosher Salt pepper","1. Render pancetta in rondeau until lightly crisp, fat rendered.
2. Add mirepoix & garlic, sweat in pancetta fat until translucent.
3. Deglaze with verjus, reduce au sec.
4. Bloom gelatin, add into pot. Stir to dissolve.
5. Add beans and enough stock/liquid to just cover.
6. Add herb bundle, simmer gently until beans are tender and flavored (~45 min).
7. Remove herb bundle, adjust seasoning.
8. Cool on lined sheet tray for storage.","Yields ~1 full sheet tray beans. Store cooled, covered. Reheat gently with sausage patties and other cassoulet components. Beans should be creamy, not broken, with sauce clinging lightly."
"Herbed Breadcrumbs","Prep & Pantry","2 bunch Parsley, leaves leaves picked
1 bunch Basil, leaves leaves picked
1/2 bunch Spinach for color stability
4 Garlic, cloves
1/2 cup Olive Oil
1 qt Breadcrumbs dried
to taste Salt","1. Blanch herbs & spinach for 30 seconds in boiling salted water. Shock in ice bath, squeeze dry.
2. Blend blanched greens with garlic and olive oil into a smooth purée.
3. Fold purée into breadcrumbs until evenly coated deep green.
4. Spread on sheet tray and dry in low oven (~200°F) until crisp, stirring occasionally.
5. Cool completely before storing.","Yields ~1 full sheet tray crumb. Store in deli quart or Cambro, tightly sealed, up to 5 days at 38°F. Crumbs should stay bright green, crisp, and aromatic."
"Oxtail Ragu","Sauces & Condiments","16 lb Oxtail butchered & cleaned, frozen, thawed in walk-in
2 qt Soffritto onion, carrot, celery, garlic, olive oil
2 btl Red Wine Barbera, Côtes du Rhône, or similar
3 Pomodoro ladles, ~1 qt
2 qt Veal Demi Glace chicken or
4 qt Chicken Stock to cover as needed
2 Bay Leaf Dried leaves, thyme sprigs, black peppercorns
Kosher Salt","1. Thaw oxtail in walk-in overnight on sheet tray with rack.
2. Season & sear oxtail in neutral oil until well browned, set aside.
3. Build base: sweat soffritto until aromatic, lightly caramelized.
4. Deglaze with red wine, reduce by half.
5. Add pomodoro, demi, stock, herbs, and seared oxtail.
6. Cover & braise in oven at 300°F until meat is fork-tender (~3-4 hrs).
7. Pull oxtail, cool slightly, shred meat from bones.
8. Strain braising liquid to remove aromatics. Reduce jus to sauce consistency.
9. Fold shredded meat and reserved soffritto back into reduced jus.
10. Cool on sheet tray for storage.",""
"Cleveland Bbq Sauce","Sauces & Condiments","2 qt Mustard Bertman's Ballpark
1 qt Cider Vinegar
1 qt Dark Brown Sugar packed
2 cup Molasses
1/2 cup Worcestershire Sauce
1/2 cup Smoked Paprika
1/4 cup Garlic Powder
1/4 cup Onion Powder
2 tbsp Chili Flakes flake, optional
to taste Kosher Salt black pepper","1. Combine all ingredients in large rondeau.
2. Bring to simmer, whisking to dissolve sugar and molasses.
3. Cook gently 20-25 minutes, stirring often, until thickened and flavors integrated.
4. Cool on sheet tray, transfer to 4 qt red-lid Cambro.",""
"Green Apple Mostarda","Sauces & Condiments","20 large Green Apple peeled, cored, small dice, Granny Smith
1.5 cup Sugar
2 qt Cider Vinegar
1 cup White Wine
1 cup Dijon Mustard
1 cup Mustard whole-grain
1/2 cup Mustard Seed pickled
2 tbsp Chili Flakes flake, optional
pinch Kosher Salt","1. Combine apples, sugar, vinegar, and wine in rondeau.
2. Bring to simmer and cook until apples are just tender, syrup slightly thickened, and pieces hold shape.
3. Fold in Dijon, whole grain mustard, pickled mustard seeds, and chili flake. Adjust seasoning with salt.
4. Cool quickly on sheet tray, transfer to 4 qt red-lid Cambro.",""
"Sauce Verte","Sauces & Condiments","6 bunch Parsley, leaves leaves & tender stems
2 bunch Cilantro, leaves leaves & tender stems
2 bunch Basil, leaves leaves picked
1 bunch Mint, leaves leaves picked
1 cup Chives, chopped
12 Garlic, cloves
1 tbsp Chili Flakes flake, adjust to taste
2 tbsp Capers rinsed
4 Anchovies In Oil salt-packed or oil-packed, rinsed
2 tbsp Dijon Mustard
4 Lemon, zest Zest & juice of
2 qt Extra Virgin Olive Oil
1 cup Cider Vinegar or red wine vinegar for sharper bite
to taste Kosher Salt black pepper","1. Blanch herbs quickly in boiling salted water (20-30 seconds), shock in ice bath, squeeze dry.
2. Blend garlic, anchovy, capers, chili flake, mustard, vinegar, and lemon until smooth.
3. Add herbs in batches, blending to a fine paste.
4. Stream in olive oil until sauce is emulsified but still fluid.
5. Adjust seasoning with salt, pepper, vinegar, or chili as needed.
6. Cool quickly, store in 4 qt red-lid Cambro.",""
"Roasted Grapes","Prep & Pantry","8 lb Red Grapes
1/2 cup Olive Oil
2 tbsp Kosher Salt
1 tbsp Ground Black Pepper cracked
6 Thyme, sprig","1. Preheat oven to 375°F convection.
2. Toss grapes with olive oil, salt, pepper, and thyme.
3. Spread on lined sheet tray in single layer.
4. Roast 15-20 minutes, shaking tray halfway, until skins blister and juices just begin to release. Grapes should be softened but still hold shape.
5. Cool on tray, transfer to 4 qt red-lid Cambro.",""
